ID,roi_c_min,roi_c_max,roi_r_min,roi_r_max,roi_length
3015439,64,153,21,110,56
3015518,74,152,17,95,49
3015521,69,148,32,111,50
3015533,68,148,44,124,51
3016137,61,160,11,110,62
3016441,58,163,25,130,66
3016477,61,149,29,117,55
3016506,59,143,41,125,53
3016703,66,156,17,107,57
3016880,68,140,24,96,45
3016964,58,148,25,115,57
3017005,69,153,21,105,53
3017021,66,155,29,118,56
3017782,64,164,14,114,63
3018044,60,155,25,120,60
3018056,76,156,37,117,51
3018210,66,161,23,118,60
3018340,72,146,45,119,47
3018464,74,152,15,93,49
3018559,62,153,27,118,58
3018965,66,157,23,114,58
3019029,68,148,35,115,51
3019125,66,149,10,93,52
3019381,63,148,38,123,54
3019489,62,146,37,121,53
3019649,62,150,23,111,55
3019741,88,161,71,144,46
3020258,66,150,41,125,53
3020364,61,152,34,125,58
3020418,69,152,18,101,52
3020520,60,165,17,122,66
3020667,74,154,43,123,51
3020732,72,146,34,108,47
3020985,64,144,41,121,51
3020994,72,156,22,106,53
3021224,66,146,26,106,51
3021609,73,142,32,101,44
3021636,66,165,25,124,62
3021867,68,152,17,101,53
3021914,69,152,24,107,52
3021995,62,153,26,117,58
3022047,69,153,23,107,53
3022148,74,148,29,103,47
3022160,64,154,12,102,57
3022435,72,139,27,94,42
3022472,63,152,26,115,56
3022489,61,149,34,122,55
3022708,61,146,49,134,54
3022714,63,162,10,109,62
3022806,70,144,40,114,47
3022871,69,157,21,109,55
3022885,64,159,28,123,60
3023121,72,141,20,89,44
3023166,69,143,40,114,47
3023207,68,148,26,106,51
3023339,62,157,23,118,60
3023340,71,146,47,122,48
3023368,61,160,17,116,62
3023846,61,150,23,112,56
3023904,61,151,38,128,57
3024113,62,147,41,126,54
3024250,69,153,18,102,53
3024442,71,144,24,97,46
3024556,61,160,20,119,62
3024698,66,149,26,109,52
3024727,62,141,29,108,50
3024821,65,150,27,112,54
3024884,61,146,31,116,54
3024976,70,145,46,121,48
3024993,73,151,29,107,49
3025230,61,155,19,113,59
3025401,63,153,24,114,57
3025879,67,156,7,96,56
3025938,62,172,26,136,69
3026057,73,147,42,116,47
3026070,65,153,40,128,55
3026084,69,153,41,125,53
3026103,74,154,22,102,51
3026156,72,136,44,108,41
3026695,54,143,32,121,56
3026782,62,150,34,122,55
3026958,67,146,46,125,50
3026974,64,159,15,110,60
3027007,74,154,37,117,51
3027137,64,152,24,112,55
3027321,61,165,10,114,65
3027408,62,153,23,114,58
3027540,53,147,29,123,59
3027594,56,136,38,118,51
3027613,75,144,16,85,44
3027772,61,145,46,130,53
3027950,66,150,43,127,53
3028134,54,148,41,135,59
3028292,73,148,31,106,48
3028393,60,149,23,112,56
3028575,67,141,24,98,47
3028639,63,143,33,113,51
3028729,69,144,47,122,48
3028886,68,146,39,117,49
3029022,61,155,39,133,59
3029080,62,151,32,121,56
3029171,69,152,26,109,52
3029290,71,151,24,104,51
3029314,68,143,34,109,48
3029655,71,143,27,99,45
3029848,68,151,26,109,52
3029966,69,143,37,111,47
3029992,61,151,20,110,57
3030415,73,146,24,97,46
3030625,64,149,30,115,54
3030800,73,151,30,108,49
3030937,63,153,25,115,57
3030951,87,160,59,132,46
3031112,71,146,47,122,48
3031203,63,147,44,128,53
3031443,66,149,27,110,52
3031634,55,143,20,108,55
3031700,67,146,26,105,50
3031769,64,171,7,114,68
3031854,63,164,25,126,64
3031933,71,145,42,116,47
3032085,56,146,41,131,57
3032372,51,139,40,128,55
3032542,65,145,34,114,51
3033048,77,161,19,103,53
3033213,71,154,14,97,52
3033269,63,157,39,133,59
3033320,70,145,29,104,48
3033365,60,155,33,128,60
3033406,63,152,20,109,56
3033427,69,141,25,97,45
3033742,72,145,25,98,46
3033778,68,151,19,102,52
3033962,71,151,22,102,51
3034018,67,156,35,124,56
3034084,61,144,45,128,52
3034271,67,156,15,104,56
3034481,67,156,24,113,56
3034716,59,164,15,120,66
3034917,66,141,47,122,48
3034974,71,149,23,101,49
3035178,63,152,27,116,56
3035332,72,155,36,119,52
3035348,93,166,62,135,46
3035597,72,157,15,100,54
3035886,71,151,26,106,51
3035895,63,159,21,117,61
3035903,66,140,31,105,47
3035944,73,148,42,117,48
3036154,69,152,17,100,52
3036265,63,148,34,119,54
3036338,74,146,20,92,45
3036605,66,154,26,114,55
3036649,69,152,22,105,52
3036723,63,153,25,115,57
3037302,54,153,26,125,62
3037315,63,151,33,121,55
3037329,63,157,18,112,59
3037350,69,157,18,106,55
3037396,61,156,20,115,60
3037537,71,140,48,117,44
3037667,60,154,16,110,59
3037732,76,159,17,100,52
3037787,53,144,37,128,58
3037883,65,159,24,118,59
3037985,65,156,24,115,58
3037994,55,149,33,127,59
3038059,72,156,29,113,53
3038086,64,149,27,112,54
3038250,59,148,40,129,56
3038567,71,154,12,95,52
3038637,69,142,59,132,46
3038870,47,151,31,135,65
3038901,61,155,29,123,59
3039042,64,171,11,118,68
3039232,63,157,30,124,59
3039287,69,152,28,111,52
3039441,63,152,18,107,56
3039571,68,152,29,113,53
3039711,66,161,7,102,60
3039756,62,153,18,109,58
3039767,64,148,37,121,53
3040085,64,148,36,120,53
3040191,72,155,39,122,52
3040344,63,142,46,125,50
3040507,68,148,38,118,51
3040688,71,160,33,122,56
3040816,62,151,28,117,56
3040865,69,159,20,110,57
3040882,66,155,23,112,56
3040900,75,153,49,127,49
3041057,64,144,41,121,51
3041623,63,136,26,99,46
3041677,68,146,44,122,49
3041720,60,127,56,123,42
3041743,66,146,28,108,51
3041779,61,162,21,122,64
3041798,49,150,36,137,64
3041896,74,147,44,117,46
3041922,72,157,21,106,54
3041974,62,145,39,122,52
3042003,54,148,32,126,59
3042072,52,151,21,120,62
3042278,70,145,33,108,48
3042283,63,154,39,130,58
3042530,59,142,15,98,52
3042619,67,152,33,118,54
3043125,64,148,31,115,53
3043176,59,142,35,118,52
3043204,68,152,16,100,53
3043243,64,154,24,114,57
3043618,56,157,34,135,64
3043839,69,149,44,124,51
3043926,61,150,34,123,56
3044017,69,148,25,104,50
3044074,63,162,3,102,62
3044531,67,147,34,114,51
3044596,59,150,26,117,58
3044610,70,145,49,124,48
3044801,65,145,40,120,51
3044893,65,149,46,130,53
3045263,69,141,46,118,45
3045291,68,156,19,107,55
3045302,69,148,41,120,50
3045315,69,143,35,109,47
3045350,72,146,31,105,47
3045484,58,148,19,109,57
3045701,51,152,30,131,64
3045787,64,148,36,120,53
3045883,63,151,17,105,55
3045899,66,154,19,107,55
3045940,67,156,23,112,56
3046093,67,150,38,121,52
3046238,71,143,38,110,45
3046471,51,134,37,120,52
3046636,64,147,15,98,52
3046803,53,158,19,124,66
3046959,67,147,39,119,51
3047079,68,143,50,125,48
3047155,68,156,21,109,55
3047266,60,148,36,124,55
3047270,59,144,26,111,54
3047463,72,141,36,105,44
3047552,69,152,21,104,52
3047581,66,149,17,100,52
3047606,74,149,37,112,48
3047612,74,152,29,107,49
3048034,69,152,27,110,52
3048055,66,151,24,109,54
3048083,64,147,26,109,52
3048219,67,147,36,116,51
3048260,63,157,17,111,59
3048462,58,162,14,118,65
3049215,59,153,31,125,59
3049363,63,143,26,106,51
3049434,67,141,39,113,47
3049620,77,146,34,103,44
3049643,68,152,36,120,53
3049665,77,151,17,91,47
3049785,62,147,34,119,54
3049932,65,154,34,123,56
3050064,71,149,37,115,49
3050088,86,196,7,117,69
3050176,74,148,34,108,47
3050489,66,154,8,96,55
3050522,74,154,19,99,51
3050853,63,148,23,108,54
3050894,66,160,12,106,59
3050999,71,149,44,122,49
3051095,62,158,20,116,61
3051247,64,158,12,106,59
3051455,62,150,25,113,55
3051478,61,144,26,109,52
3051528,56,152,34,130,61
3051544,72,156,25,109,53
3051932,60,145,30,115,54
3052097,71,159,28,116,55
3052123,63,157,22,116,59
3052130,63,157,37,131,59
3052222,76,145,42,111,44
3052537,62,152,44,134,57
3052565,68,146,32,110,49
3052579,63,147,23,107,53
3052776,76,156,33,113,51
3052842,69,149,21,101,51
3052906,63,148,26,111,54
3052953,66,154,22,110,55
3053005,66,140,30,104,47
3053212,65,148,45,128,52
3053342,62,158,18,114,61
3053525,68,156,23,111,55
3053630,61,151,39,129,57
3053737,65,143,41,119,49
3053864,61,151,33,123,57
3053896,58,146,27,115,55
3054131,68,146,49,127,49
3054468,69,141,57,129,45
3054557,63,152,21,110,56
3054636,67,158,22,113,58
3054844,75,138,25,88,40
3054914,64,159,21,116,60
3054977,65,154,39,128,56
3054986,64,147,26,109,52
3055042,70,137,34,101,42
3055099,72,147,31,106,48
3055120,68,146,41,119,49
3055179,57,163,26,132,67
3055254,69,154,26,111,54
3055392,66,149,26,109,52
3055408,66,154,15,103,55
3055486,69,159,23,113,57
3055527,69,157,30,118,55
3055646,64,154,20,110,57
3055772,66,156,26,116,57
3055863,63,152,23,112,56
3056003,39,162,28,151,78
3056118,75,144,40,109,44
3056207,56,147,39,130,58
3056278,64,149,32,117,54
3056508,68,148,39,119,51
3056875,66,155,21,110,56
3056951,65,139,43,117,47
3056979,67,147,27,107,51
3056982,62,152,33,123,57
3057039,65,153,17,105,55
3057053,71,144,35,108,46
3057174,72,156,28,112,53
3057214,69,153,12,96,53
3057507,68,164,27,123,61
3057526,74,152,26,104,49
3057561,56,155,23,122,62
3057721,81,145,45,109,41
3057969,60,155,16,111,60
3058127,67,156,29,118,56
3058359,60,148,23,111,55
3058420,70,139,36,105,44
3058443,56,162,18,124,67
3058607,65,149,40,124,53
3058713,66,139,51,124,46
3058893,67,145,24,102,49
3059500,64,147,25,108,52
3059569,54,144,39,129,57
3059627,74,143,24,93,44
3059814,71,154,26,109,52
3060497,58,148,32,122,57
3060677,66,157,30,121,58
3060922,66,146,24,104,51
3061218,72,156,28,112,53
3061301,70,142,45,117,45
3061360,67,156,19,108,56
3061445,67,146,37,116,50
3061463,53,153,38,138,63
3061773,72,156,14,98,53
3061788,69,153,17,101,53
3062010,63,152,27,116,56
3062061,66,145,17,96,50
3062137,71,145,32,106,47
3062495,65,149,39,123,53
3062553,65,145,49,129,51
3062646,61,141,50,130,51
3063062,62,140,46,124,49
3063202,74,149,25,100,48
3063231,67,146,31,110,50
3063317,76,154,37,115,49
3063363,65,156,27,118,58
3063374,63,151,20,108,55
3063616,68,151,31,114,52
3063892,70,142,35,107,45
3064133,65,153,35,123,55
3064508,65,159,29,123,59
3064562,69,152,28,111,52
3064654,64,154,26,116,57
3064722,58,152,30,124,59
3064869,63,147,37,121,53
3065127,71,151,20,100,51
3065801,65,140,25,100,48
3065848,68,156,23,111,55
3066331,64,154,21,111,57
3066466,55,149,25,119,59
3066807,56,146,27,117,57
3066971,60,156,34,130,61
3067050,67,146,29,108,50
3067096,65,156,19,110,58
3067125,68,151,22,105,52
3067187,69,152,25,108,52
3067666,72,157,27,112,54
3067708,62,151,17,106,56
3067714,62,141,36,115,50
3067894,69,148,31,110,50
3067907,74,149,37,112,48
3068032,72,146,22,96,47
3068054,58,141,45,128,52
3068060,61,149,25,113,55
3068246,69,157,20,108,55
3068316,76,138,15,77,39
3068382,73,151,22,100,49
3068494,67,158,18,109,58
3068518,70,148,25,103,49
3068674,66,166,20,120,63
3069006,53,152,27,126,62
3069039,69,153,32,116,53
3069085,61,162,19,120,64
3069259,69,164,16,111,60
3069311,72,146,26,100,47
3069328,69,159,11,101,57
3069401,64,159,30,125,60
3069561,66,157,25,116,58
3069602,74,147,41,114,46
3069650,67,158,7,98,58
3069865,70,143,38,111,46
3069924,68,146,30,108,49
3069938,66,149,37,120,52
3070320,71,144,51,124,46
3070351,70,145,20,95,48
3070440,66,156,32,122,57
3070453,71,151,18,98,51
3070645,69,152,15,98,52
3070674,71,151,22,102,51
3070742,68,156,11,99,55
3071007,74,146,24,96,45
3071219,61,146,27,112,54
3071441,60,132,30,102,45
3071495,69,157,29,117,55
3071638,54,158,16,120,65
3071735,71,145,31,105,47
3072020,56,155,22,121,62
3072134,66,146,23,103,51
3072178,69,154,33,118,54
3072332,69,144,36,111,48
3072348,64,148,19,103,53
3072463,72,151,28,107,50
3072671,72,146,39,113,47
3072694,74,164,21,111,57
3072750,69,147,21,99,49
3072895,64,147,24,107,52
3073009,67,152,38,123,54
3073045,56,146,27,117,57
3073058,65,159,16,110,59
3073080,74,154,31,111,51
3073153,66,139,19,92,46
3073194,72,146,21,95,47
3073290,64,148,29,113,53
3073362,61,162,14,115,64
3074047,62,151,31,120,56
3074243,66,154,23,111,55
3074381,60,150,39,129,57
3074580,63,153,44,134,57
3074621,60,151,34,125,58
3074714,65,169,6,110,65
3074806,52,153,33,134,64
3074926,72,151,27,106,50
3075008,69,142,52,125,46
3075077,61,146,32,117,54
3075146,66,151,25,110,54
3075345,66,156,26,116,57
3075363,57,147,42,132,57
3075442,71,146,51,126,48
3075455,71,151,41,121,51
3075679,67,147,41,121,51
3075768,69,148,20,99,50
3075818,60,148,42,130,55
3075960,64,143,18,97,50
3076277,68,151,22,105,52
3076432,68,156,15,103,55
3076460,69,147,34,112,49
3076673,68,151,23,106,52
3076721,66,154,25,113,55
3076898,70,145,38,113,48
3076913,63,152,41,130,56
3076975,63,148,35,120,54
3077011,71,149,28,106,49
3077067,58,148,30,120,57
3077261,66,144,44,122,49
3077660,67,150,39,122,52
3078057,71,151,18,98,51
3078144,69,147,30,108,49
3078239,64,149,32,117,54
3078334,74,146,28,100,45
3078342,68,147,33,112,50
3078475,67,157,34,124,57
3078548,64,147,21,104,52
3078720,59,166,9,116,68
3079013,70,145,26,101,48
3079038,55,156,36,137,64
3079162,65,159,27,121,59
3079177,56,157,22,123,64
3079186,51,150,36,135,62
3079635,64,154,27,117,57
3079754,63,157,16,110,59
3080036,68,147,39,118,50
3080063,68,162,23,117,59
3080308,73,147,52,126,47
3080323,61,165,20,124,65
3080416,59,160,19,120,64
3080502,63,147,41,125,53
3080515,51,141,27,117,57
3080738,63,147,54,138,53
3081038,62,158,29,125,61
3081159,62,146,32,116,53
3081315,61,150,21,110,56
3081350,67,163,8,104,61
3081492,67,140,49,122,46
3081520,61,150,29,118,56
3081656,71,151,17,97,51
3082434,67,147,35,115,51
3082461,63,146,15,98,52
3082511,66,146,42,122,51
3082544,66,146,23,103,51
3082960,65,159,36,130,59
3083034,73,151,46,124,49
3083165,64,139,28,103,48
3083225,55,154,13,112,62
3083232,71,145,13,87,47
3083248,69,147,34,112,49
3083495,74,149,28,103,48
3083540,61,149,36,124,55
3083600,64,147,39,122,52
3083613,67,156,20,109,56
3083638,62,141,46,125,50
3083845,68,151,20,103,52
3083874,69,153,23,107,53
3083902,71,154,38,121,52
3083931,61,155,19,113,59
3084094,67,146,32,111,50
3084122,64,147,29,112,52
3084163,66,161,8,103,60
3084295,64,159,27,122,60
3084389,58,149,37,128,58
3084526,69,159,22,112,57
3084647,64,159,22,117,60
3084882,65,150,36,121,54
3084913,67,141,35,109,47
3084997,59,149,26,116,57
3085128,69,153,18,102,53
3085253,69,153,31,115,53
3085469,61,155,22,116,59
3085475,72,151,30,109,50
3085519,67,156,29,118,56
3085532,66,165,5,104,62
3085779,65,143,29,107,49
3085864,72,146,55,129,47
3085936,69,143,36,110,47
3086221,67,147,31,111,51
3086249,51,145,31,125,59
3086257,66,156,8,98,57
3086627,60,159,17,116,62
3086668,64,149,26,111,54
3086808,72,151,33,112,50
3086814,67,146,24,103,50
3086841,71,146,31,106,48
3087019,66,151,19,104,54
3087025,69,148,17,96,50
3087060,66,146,47,127,51
3087131,62,140,46,124,49
3087196,63,152,29,118,56
3087471,58,158,28,128,63
3087494,65,156,21,112,58
3087734,64,154,29,119,57
3088050,62,150,41,129,55
3088064,66,151,18,103,54
3088237,66,166,22,122,63
3088338,72,145,36,109,46
3088435,75,154,39,118,50
3088591,64,148,33,117,53
3088708,63,162,17,116,62
3088741,57,147,42,132,57
3088806,61,146,35,120,54
3088853,65,159,21,115,59
3088910,66,146,21,101,51
3088955,71,149,34,112,49
3088999,72,151,20,99,50
3089067,63,153,23,113,57
3089090,67,147,27,107,51
3089255,49,144,28,123,60
3089306,66,156,25,115,57
3089508,69,143,39,113,47
3089523,75,144,23,92,44
3089541,73,151,17,95,49
3089745,48,147,41,140,62
3089774,64,154,16,106,57
3089875,69,154,26,111,54
3089937,79,151,32,104,45
3090179,65,159,25,119,59
3090357,66,154,38,126,55
3090594,97,191,7,101,59
3090902,60,156,37,133,61
3090947,74,149,40,115,48
3090973,64,154,23,113,57
3091067,69,142,37,110,46
3091299,71,155,33,117,53
3091625,68,156,29,117,55
3091654,77,156,30,109,50
3091745,68,152,22,106,53
3091774,73,146,35,108,46
3091869,65,145,32,112,51
3091897,67,146,46,125,50
3092005,63,153,12,102,57
3092066,65,149,33,117,53
3092189,69,148,32,111,50
3092239,66,149,31,114,52
3092285,67,158,9,100,58
3092361,68,156,12,100,55
3092608,69,152,15,98,52
3092623,60,156,31,127,61
3092716,48,149,37,138,64
3092864,68,148,37,117,51
3092896,63,148,44,129,54
3093108,65,145,23,103,51
3093388,63,153,13,103,57
3093457,60,149,34,123,56
3093732,54,144,14,104,57
3093939,65,150,39,124,54
3094020,72,156,15,99,53
3094107,71,149,28,106,49
3094134,64,154,19,109,57
3094301,73,141,40,108,43
3094348,71,151,32,112,51
3094354,69,152,18,101,52
3094474,64,144,37,117,51
3094668,64,139,44,119,48
3094750,69,144,38,113,48
3094788,63,170,15,122,68
3095132,64,164,14,114,63
3095204,64,158,24,118,59
3095338,69,154,14,99,54
3095369,66,156,19,109,57
3095403,71,144,26,99,46
3095472,71,151,29,109,51
3095509,72,141,25,94,44
3095545,58,164,11,117,67
3095759,70,155,30,115,54
3095827,66,156,24,114,57
3095978,74,141,28,95,42
3096511,69,149,36,116,51
3096604,47,143,44,140,61
3096616,68,146,46,124,49
3097228,57,142,33,118,54
3097479,67,141,35,109,47
3097607,68,151,32,115,52
3097610,66,149,25,108,52
3097634,71,151,36,116,51
3097848,66,155,34,123,56
3097957,65,145,24,104,51
3098085,66,151,24,109,54
3098122,54,149,33,128,60
3098356,71,149,31,109,49
3098372,66,145,31,110,50
3098448,71,144,29,102,46
3098542,66,156,27,117,57
3098555,68,152,39,123,53
3098938,67,141,52,126,47
3098975,71,151,31,111,51
3099505,71,149,19,97,49
3099658,63,157,24,118,59
3099977,69,153,28,112,53
3100045,69,158,34,123,56
3100063,69,147,41,119,49
3100203,61,146,26,111,54
3100267,73,151,24,102,49
3100330,71,161,20,110,57
3100921,65,165,17,117,63
3100992,68,146,23,101,49
3101069,68,156,30,118,55
3101236,68,153,23,108,54
3101258,71,161,11,101,57
3101373,69,154,22,107,54
3101405,63,152,30,119,56
3101579,50,154,20,124,65
3101611,68,146,42,120,49
3101719,69,152,29,112,52
3101793,56,155,16,115,62
3101807,69,159,13,103,57
3101855,71,151,21,101,51
3102014,64,152,23,111,55
3102175,66,160,41,135,59
3102407,69,154,15,100,54
3102478,61,151,25,115,57
3102651,71,145,32,106,47
3102682,76,149,30,103,46
3102849,66,146,46,126,51
3103034,53,148,25,120,60
3103553,64,139,50,125,48
3103681,68,162,12,106,59
3103697,68,147,33,112,50
3103836,66,160,14,108,59
3103947,61,160,18,117,62
3104180,61,156,44,139,60
3104277,63,143,46,126,51
3104696,74,147,36,109,46
3104718,68,147,35,114,50
3104969,64,149,29,114,54
3105084,53,159,20,126,67
3105156,69,149,30,110,51
3105172,60,165,27,132,66
3105532,67,146,21,100,50
3105576,72,155,3,86,52
3105587,69,157,25,113,55
3105720,74,143,29,98,44
3105917,67,146,26,105,50
3106051,64,148,20,104,53
3106065,65,156,17,108,58
3106205,55,138,24,107,52
3106266,63,148,42,127,54
3106458,70,145,16,91,48
3106627,61,150,33,122,56
3106788,66,139,27,100,46
3106823,73,151,28,106,49
3106935,66,139,51,124,46
3107001,60,160,23,123,63
3107019,71,151,17,97,51
3107076,63,148,31,116,54
3107246,58,146,40,128,55
3107382,60,156,34,130,61
3107453,74,143,67,136,44
3107570,68,151,27,110,52
3107663,71,145,25,99,47
3107977,68,141,47,120,46
3108119,59,150,31,122,58
3108298,63,143,35,115,51
3108522,69,154,24,109,54
3108633,54,165,16,127,70
3108868,69,147,42,120,49
3108910,68,148,30,110,51
3109067,74,149,33,108,48
3109089,57,167,13,123,69
3109226,65,165,19,119,63
3109242,66,146,26,106,51
3109368,66,161,7,102,60
3109736,52,153,21,122,64
3109897,59,154,25,120,60
3109998,64,149,25,110,54
3110188,67,156,22,111,56
3110200,58,154,17,113,61
3110351,59,154,24,119,60
3110755,63,151,31,119,55
3110977,68,143,37,112,48
3111042,66,157,25,116,58
3111276,61,162,21,122,64
3111384,66,151,32,117,54
3111571,57,146,30,119,56
3111756,82,162,61,141,51
3111817,57,145,31,119,55
3111915,69,159,6,96,57
3112016,75,147,50,122,45
3112178,74,148,24,98,47
3112199,61,151,30,120,57
3112750,60,143,44,127,52
3112808,68,151,17,100,52
3112989,62,150,21,109,55
3113235,51,151,33,133,63
3113323,65,156,24,115,58
3113420,62,156,23,117,59
3113479,67,156,24,113,56
3113515,58,153,32,127,60
3113610,61,150,33,122,56
3113738,63,147,41,125,53
3113797,68,146,40,118,49
3113893,66,144,43,121,49
3113957,66,162,22,118,61
3114064,56,150,31,125,59
3114148,69,153,25,109,53
3114444,63,151,40,128,55
3114522,59,134,38,113,48
3114605,67,158,16,107,58
3114762,47,146,39,138,62
3115113,72,146,27,101,47
3115138,69,142,35,108,46
3115197,59,154,33,128,60
3115202,66,144,30,108,49
3115407,66,156,19,109,57
3115511,68,142,52,126,47
3115768,57,156,23,122,62
3115785,71,151,24,104,51
3115919,69,142,39,112,46
3116012,77,141,25,89,41
3116158,58,149,35,126,58
3116241,64,149,29,114,54
3116286,72,141,30,99,44
3116328,62,145,39,122,52
3116460,58,147,31,120,56
3116476,69,157,7,95,55
3116981,71,161,6,96,57
3117133,66,156,9,99,57
3117157,71,149,28,106,49
3117632,67,145,46,124,49
3117654,66,151,16,101,54
3117869,69,141,34,106,45
3118167,69,131,18,80,39
3118240,68,147,36,115,50
3118285,61,157,16,112,61
3118424,68,147,38,117,50
3118630,74,147,19,92,46
3118980,72,156,26,110,53
3119000,60,156,25,121,61
3119162,63,153,38,128,57
3119364,67,162,15,110,60
3119396,64,159,24,119,60
3119418,63,146,39,122,52
3119484,66,154,22,110,55
3119516,64,159,25,120,60
3119565,66,157,33,124,58
3119582,55,143,38,126,55
3119628,60,154,42,136,59
3119689,66,160,17,111,59
3119927,60,155,22,117,60
3119985,67,147,47,127,51
3120073,65,165,7,107,63
3120088,69,154,31,116,54
3120187,71,154,25,108,52
3120216,67,150,29,112,52
3120265,83,163,63,143,51
3120403,66,162,16,112,61
3120536,74,147,18,91,46
3120545,64,158,24,118,59
3120885,64,159,31,126,60
3120926,64,154,24,114,57
3120983,69,154,27,112,54
3121023,69,154,32,117,54
3121250,67,146,24,103,50
3121336,65,156,30,121,58
3121434,59,144,31,116,54
3121833,69,154,15,100,54
3122141,64,154,14,104,57
3122672,66,154,27,115,55
3122842,74,148,41,115,47
3122940,64,159,13,108,60
3123084,64,154,21,111,57
3123156,69,159,33,123,57
3123227,69,148,16,95,50
3123355,65,140,35,110,48
3123469,68,148,52,132,51
3123481,63,143,26,106,51
3123532,57,151,23,117,59
3123587,77,162,27,112,54
3123720,66,151,20,105,54
3123888,69,147,51,129,49
3124048,76,154,32,110,49
3124398,64,164,8,108,63
3124742,72,156,23,107,53
3124755,65,159,37,131,59
3124761,69,153,12,96,53
3125137,66,155,29,118,56
3125165,62,153,22,113,58
3125232,68,140,48,120,45
3125276,62,151,23,112,56
3125571,62,157,15,110,60
3125964,71,159,35,123,55
3126056,77,162,60,145,54
3126133,68,146,41,119,49
3126394,72,156,21,105,53
3126429,64,159,10,105,60
3126530,69,142,52,125,46
3126577,63,159,15,111,61
3126595,71,140,23,92,44
3126904,67,147,41,121,51
3126998,61,160,20,119,62
3127006,58,157,13,112,62
3127039,61,151,40,130,57
3127071,70,150,26,106,51
3127259,69,149,33,113,51
3127295,66,161,14,109,60
3127311,63,152,9,98,56
3127344,65,148,33,116,52
3127448,61,157,10,106,61
3127599,71,154,38,121,52
3127688,67,152,16,101,54
3127696,69,147,43,121,49
3127952,65,156,30,121,58
3128036,57,140,45,128,52
3128074,66,151,26,111,54
3128112,67,155,26,114,55
3128235,69,143,38,112,47
3128267,59,154,26,121,60
3128610,57,153,29,125,61
3128655,65,153,27,115,55
3128746,59,150,22,113,58
3128775,67,163,18,114,61
3129037,62,157,16,111,60
3129155,58,153,22,117,60
3129750,68,151,5,88,52
3129830,66,151,16,101,54
3130066,61,165,11,115,65
3130239,66,154,17,105,55
3130342,65,165,18,118,63
3130695,68,151,27,110,52
3130765,63,162,12,111,62
3130779,67,152,29,114,54
3130963,74,146,36,108,45
3130980,66,151,22,107,54
3131037,69,152,27,110,52
3131043,74,154,11,91,51
3131205,62,147,21,106,54
3131376,74,142,42,110,43
3131417,56,146,28,118,57
3131422,68,151,8,91,52
3131436,61,149,29,117,55
3131606,65,144,46,125,50
3131694,68,143,47,122,48
3131764,57,157,30,130,63
3131823,67,158,13,104,58
3132042,56,146,31,121,57
3132624,64,149,24,109,54
3132646,57,158,22,123,64
3132675,63,151,29,117,55
3132874,58,159,17,118,64
3132947,65,156,30,121,58
3132973,69,164,19,114,60
3133138,63,151,40,128,55
3133229,68,156,14,102,55
3133317,66,160,32,126,59
3133434,74,147,35,108,46
3133604,73,151,28,106,49
3134035,79,143,40,104,41
3134207,69,152,9,92,52
3134385,68,151,17,100,52
3134530,72,156,41,125,53
3134586,68,162,31,125,59
3134660,80,170,53,143,57
3134846,60,148,21,109,55
3134897,69,152,27,110,52
3134904,63,152,31,120,56
3135106,78,146,52,120,43
3135127,69,154,13,98,54
3135228,69,157,34,122,55
3135323,70,144,31,105,47
3135482,67,146,34,113,50
3135498,62,157,24,119,60
3135655,62,147,38,123,54
3135984,68,151,31,114,52
3136013,66,154,30,118,55
3136024,74,146,13,85,45
3136280,65,156,31,122,58
3136364,63,152,23,112,56
3136373,65,145,34,114,51
3136516,59,154,21,116,60
3136520,66,154,13,101,55
3136628,68,162,21,115,59
3136644,54,142,39,127,55
3136689,70,145,36,111,48
3136748,70,145,32,107,48
3136861,65,154,38,127,56
3136939,74,143,49,118,44
3137154,64,159,15,110,60
3137313,68,162,14,108,59
3137730,68,143,25,100,48
3137762,62,157,24,119,60
3137795,66,140,31,105,47
3137827,62,145,35,118,52
3137853,60,154,32,126,59
3137926,69,144,47,122,48
3138060,68,147,41,120,50
3138115,72,151,30,109,50
3138238,71,156,28,113,54
3138518,71,145,33,107,47
3138710,61,160,20,119,62
3138986,64,143,28,107,50
3139006,65,156,30,121,58
3139027,69,159,19,109,57
3139068,72,151,30,109,50
3139328,66,141,41,116,48
3139507,60,165,14,119,66
3139952,63,153,30,120,57
3140165,71,156,32,117,54
3140198,55,155,28,128,63
3140260,74,154,35,115,51
3140430,63,152,25,114,56
3140624,65,159,17,111,59
3140669,66,155,29,118,56
3140756,64,159,14,109,60
3141255,69,157,26,114,55
3141676,65,148,26,109,52
3141722,61,144,34,117,52
3141813,68,157,25,114,56
3141951,67,158,20,111,58
3141998,65,139,55,129,47
3142049,72,146,35,109,47
3142092,68,146,18,96,49
3142135,71,138,40,107,42
3142497,60,161,47,148,64
3142560,66,151,22,107,54
3142695,72,146,24,98,47
3142847,68,146,49,127,49
3142991,74,127,35,88,34
3143075,71,151,20,100,51
3143388,67,142,29,104,48
3143516,65,154,22,111,56
3143810,64,149,27,112,54
3143878,66,161,20,115,60
3143899,65,145,45,125,51
3144079,61,162,18,119,64
3144233,74,154,38,118,51
3144409,71,146,47,122,48
3144480,64,147,27,110,52
3144694,67,136,26,95,44
3144747,68,158,27,117,57
3144814,66,144,38,116,49
3144877,66,166,6,106,63
